epoch,accuracy,dice_coef,dice_coef_edema,dice_coef_enhancing,dice_coef_necrotic,loss,lr,mean_io_u,precision,sensitivity,specificity,val_accuracy,val_dice_coef,val_dice_coef_edema,val_dice_coef_enhancing,val_dice_coef_necrotic,val_loss,val_mean_io_u,val_precision,val_sensitivity,val_specificity
73,0.9972658157348633,0.7583363056182861,0.8471168875694275,0.870031476020813,0.7781320214271545,0.007853792048990726,1e-06,0.856978178024292,0.9970429539680481,0.9965741634368896,0.9990037679672241,0.9968661665916443,0.7279690504074097,0.7921113967895508,0.8313426971435547,0.7325288653373718,0.009395943954586983,0.8594486713409424,0.9966967105865479,0.9962362051010132,0.9988893866539001
74,0.9972660541534424,0.7588130831718445,0.8472193479537964,0.870033860206604,0.7782920002937317,0.007851776666939259,1e-06,0.8571772575378418,0.9970418214797974,0.9965780377388,0.9990032911300659,0.9968666434288025,0.7278536558151245,0.7918112277984619,0.831524670124054,0.7325041890144348,0.009398605674505234,0.8595539331436157,0.9966980218887329,0.9962347149848938,0.9988902807235718
75,0.9972674250602722,0.7584968209266663,0.8469658493995667,0.8702019453048706,0.7781931161880493,0.007849348708987236,1e-06,0.8573423624038696,0.9970448017120361,0.9965767860412598,0.9990041851997375,0.9968668222427368,0.7279139161109924,0.7920244932174683,0.8313618302345276,0.7325213551521301,0.009394211694598198,0.8595777750015259,0.996696949005127,0.9962359666824341,0.9988898634910583
76,0.9972668886184692,0.7585378289222717,0.8470836877822876,0.8701623678207397,0.7783107757568359,0.00784757174551487,1e-06,0.8573454022407532,0.9970442056655884,0.996577262878418,0.9990045428276062,0.9968667030334473,0.7279983162879944,0.7920712828636169,0.8313348293304443,0.7325200438499451,0.0093980198726058,0.8596869111061096,0.9966965317726135,0.9962364435195923,0.9988897442817688
77,0.9972679018974304,0.7586819529533386,0.8471786975860596,0.8701963424682617,0.778168797492981,0.007845008745789528,1e-06,0.8574162125587463,0.997044563293457,0.9965777397155762,0.9990048408508301,0.9968710541725159,0.7281201481819153,0.7927035689353943,0.8315377235412598,0.7328261137008667,0.0093760397285223,0.8596203327178955,0.9966995120048523,0.9962397217750549,0.9988909363746643
78,0.9972688555717468,0.7589353919029236,0.8473062515258789,0.8700860738754272,0.778620719909668,0.00784244667738676,1e-06,0.8575440645217896,0.9970445036888123,0.9965805411338806,0.9990045428276062,0.996873140335083,0.7280847430229187,0.7929805517196655,0.831792414188385,0.7328821420669556,0.009360779076814651,0.8595482110977173,0.9967023730278015,0.9962412118911743,0.9988918900489807
79,0.9972701072692871,0.7584972977638245,0.8472813963890076,0.8705679774284363,0.7780986428260803,0.007839951664209366,1e-06,0.8573685884475708,0.9970467686653137,0.9965791702270508,0.9990053772926331,0.9968679547309875,0.7281471490859985,0.7921096682548523,0.831378161907196,0.7328503131866455,0.009397540241479874,0.8599334359169006,0.9966984391212463,0.9962382316589355,0.9988904595375061
80,0.9972695112228394,0.7587404847145081,0.847186267375946,0.8702329993247986,0.7785991430282593,0.00783819705247879,1e-06,0.8576348423957825,0.997046172618866,0.9965806007385254,0.999005138874054,0.9968715310096741,0.7282889485359192,0.7927876710891724,0.8315268158912659,0.7328320145606995,0.00937759131193161,0.8599060773849487,0.9966999292373657,0.9962414503097534,0.9988911151885986
81,0.997270941734314,0.7590376734733582,0.8476437330245972,0.87004154920578,0.7786386013031006,0.007835250347852707,1e-06,0.8577054738998413,0.9970457553863525,0.9965831637382507,0.9990049004554749,0.9968729019165039,0.7281133532524109,0.7925851941108704,0.8319653272628784,0.7327754497528076,0.009370219893753529,0.8599176406860352,0.9967031478881836,0.9962412118911743,0.9988919496536255
82,0.9972714185714722,0.7588356137275696,0.847531795501709,0.8703395128250122,0.7785942554473877,0.007834136486053467,1e-06,0.8578327894210815,0.9970483183860779,0.9965826869010925,0.9990056157112122,0.9968689680099487,0.7281736135482788,0.7920899391174316,0.83169025182724,0.7326626777648926,0.009395263157784939,0.8601481914520264,0.9966995120048523,0.996239185333252,0.9988908171653748
83,0.9972732663154602,0.758842945098877,0.8474255800247192,0.8705452084541321,0.7784665822982788,0.007831324823200703,1e-06,0.8579169511795044,0.9970491528511047,0.9965836405754089,0.9990060925483704,0.996870219707489,0.7283411026000977,0.792536199092865,0.8315308094024658,0.7328100800514221,0.00938973668962717,0.860195517539978,0.9966996312141418,0.9962406754493713,0.9988908171653748
84,0.9972723722457886,0.7590102553367615,0.8473297953605652,0.8703329563140869,0.7785114645957947,0.007828676141798496,1e-06,0.8580729365348816,0.9970493316650391,0.9965854287147522,0.9990060925483704,0.9968777298927307,0.728394091129303,0.7938151359558105,0.8319246768951416,0.7329183220863342,0.009341058321297169,0.8598744869232178,0.9967049360275269,0.996246337890625,0.9988927245140076
85,0.9972735047340393,0.758928656578064,0.8477514386177063,0.8703784942626953,0.7785823941230774,0.007826552726328373,1e-06,0.8579838275909424,0.9970495104789734,0.9965852499008179,0.9990053772926331,0.9968761205673218,0.7283732891082764,0.793432354927063,0.831904947757721,0.7328513860702515,0.009352702647447586,0.8600658178329468,0.9967043995857239,0.996245801448822,0.9988923072814941
86,0.9972748756408691,0.7589677572250366,0.8480562567710876,0.8705049753189087,0.778599739074707,0.007823520340025425,1e-06,0.8579514622688293,0.9970501661300659,0.9965856671333313,0.9990059733390808,0.9968681931495667,0.7283433079719543,0.7919294238090515,0.8314956426620483,0.7327145338058472,0.00940605066716671,0.8605726957321167,0.996698260307312,0.996240496635437,0.9988905787467957
87,0.9972751140594482,0.7591245174407959,0.8473418951034546,0.870509684085846,0.7785401940345764,0.007821043953299522,1e-06,0.8584005832672119,0.9970520734786987,0.9965877532958984,0.9990069270133972,0.996878981590271,0.7285041213035583,0.7940917015075684,0.8318848013877869,0.733057975769043,0.00933559238910675,0.8600565195083618,0.9967063665390015,0.9962480664253235,0.9988932609558105
88,0.9972761273384094,0.759122371673584,0.8477920889854431,0.8705219626426697,0.778724193572998,0.00781991332769394,1e-06,0.8582335710525513,0.9970514178276062,0.9965890645980835,0.9990066289901733,0.9968764781951904,0.7286057472229004,0.793515145778656,0.8317883610725403,0.7330517768859863,0.009359296411275864,0.8604024648666382,0.9967039823532104,0.9962471723556519,0.9988923072814941
89,0.9972771406173706,0.7592720985412598,0.8479806184768677,0.8704891204833984,0.7787885665893555,0.00781739130616188,1e-06,0.8584416508674622,0.9970515966415405,0.9965884685516357,0.9990065693855286,0.996878981590271,0.7285431027412415,0.7939536571502686,0.8318987488746643,0.7330751419067383,0.009339737705886364,0.8602818846702576,0.9967058300971985,0.9962479472160339,0.9988930225372314
90,0.9972776174545288,0.7591971755027771,0.8479874134063721,0.8705443143844604,0.7788211107254028,0.007815707474946976,1e-06,0.8584245443344116,0.9970521926879883,0.9965900778770447,0.9990066289901733,0.9968769550323486,0.7284829020500183,0.7932836413383484,0.831902801990509,0.7329897880554199,0.009357883594930172,0.8604869842529297,0.9967047572135925,0.996246874332428,0.9988928437232971
91,0.9972780346870422,0.7593310475349426,0.8479838371276855,0.8706874847412109,0.7787385582923889,0.007813150063157082,1e-06,0.8585203886032104,0.9970523715019226,0.9965906739234924,0.9990074634552002,0.9968785047531128,0.7285698056221008,0.7937334775924683,0.8318405151367188,0.7331705689430237,0.00934579037129879,0.8604398965835571,0.9967053532600403,0.9962479472160339,0.9988930225372314
92,0.9972794055938721,0.7592781782150269,0.8482632040977478,0.8705230951309204,0.7789310216903687,0.007810988463461399,1e-06,0.8584384322166443,0.9970534443855286,0.9965906739234924,0.9990082383155823,0.9968758225440979,0.7284049391746521,0.7928016185760498,0.8319995999336243,0.7328953742980957,0.009366538375616074,0.8606857657432556,0.9967042207717896,0.996246337890625,0.9988923072814941
93,0.9972796440124512,0.7594283223152161,0.8481613993644714,0.8706703186035156,0.7789235711097717,0.007808710914105177,1e-06,0.8586009740829468,0.9970536828041077,0.9965925812721252,0.9990072250366211,0.9968762993812561,0.7284358739852905,0.7927534580230713,0.8320809602737427,0.732973575592041,0.009368070401251316,0.8607630729675293,0.9967052936553955,0.9962469935417175,0.9988928437232971
94,0.9972800016403198,0.7592543959617615,0.8479622602462769,0.8707723617553711,0.7788190245628357,0.007807518355548382,1e-06,0.858707070350647,0.9970552325248718,0.9965915083885193,0.9990083575248718,0.996877908706665,0.7285491228103638,0.793326199054718,0.8319892287254333,0.7330216765403748,0.009353387169539928,0.8607199192047119,0.9967055916786194,0.9962489008903503,0.9988927245140076
95,0.997281551361084,0.7592889666557312,0.8479072451591492,0.8706791996955872,0.7789075374603271,0.007803652435541153,1e-06,0.8586899638175964,0.9970565438270569,0.996592104434967,0.9990085363388062,0.99688321352005,0.7287202477455139,0.7945023775100708,0.8322290778160095,0.7331989407539368,0.009319568052887917,0.860539436340332,0.9967098832130432,0.9962526559829712,0.9988940954208374
96,0.9972823262214661,0.7595598101615906,0.8483755588531494,0.8707205057144165,0.7792094945907593,0.007801477797329426,1e-06,0.858735978603363,0.99705570936203,0.9965953230857849,0.9990078806877136,0.9968841075897217,0.7286751866340637,0.7943998575210571,0.8323796391487122,0.7330771684646606,0.009317468851804733,0.8606181144714355,0.996711015701294,0.9962528347969055,0.998894453048706
97,0.9972826838493347,0.7594045996665955,0.8486287593841553,0.8709816336631775,0.7788397669792175,0.007800246588885784,1e-06,0.8587026596069336,0.9970563650131226,0.9965954422950745,0.99900883436203,0.9968767166137695,0.7286286950111389,0.7928636074066162,0.8320316672325134,0.7329241633415222,0.009370837360620499,0.8610399961471558,0.9967052936553955,0.9962486028671265,0.9988924264907837
98,0.9972835779190063,0.7593539357185364,0.8482906222343445,0.8708087801933289,0.7789800763130188,0.007797138299793005,1e-06,0.8587950468063354,0.9970577955245972,0.9965951442718506,0.9990095496177673,0.9968724846839905,0.7286821007728577,0.7921826839447021,0.831820547580719,0.7328519225120544,0.009401821531355381,0.8612781763076782,0.9967008233070374,0.9962455034255981,0.9988913536071777
99,0.9972845911979675,0.7596099972724915,0.8479245901107788,0.870964765548706,0.7789359092712402,0.007794707547873259,1e-06,0.8590649366378784,0.9970595836639404,0.9965981841087341,0.9990090131759644,0.9968836903572083,0.7289447784423828,0.7944299578666687,0.8321477770805359,0.7332325577735901,0.009328213520348072,0.8608853220939636,0.9967092275619507,0.9962541460990906,0.9988939762115479
